film_slug,film_id,title,genre_1,genre_2,genre_3,genre_4,genre_5
the-net,,The Net,Mystery,Thriller,Action,Drama,Crime
clueless,,Clueless,Comedy,Romance,,,
la-haine,,La Haine,Drama,,,,
to-die-for,,To Die For,Comedy,Drama,Crime,,
billy-madison,,Billy Madison,Comedy,,,,
the-doom-generation,,The Doom Generation,Drama,Comedy,Crime,,
the-usual-suspects,,The Usual Suspects,Thriller,Drama,Crime,,
safe,,Safe,Drama,,,,
before-sunrise,,Before Sunrise,Romance,Drama,,,
little-women-1994,,Little Women,Romance,Drama,,,
the-santa-clause,,The Santa Clause,Family,Comedy,Fantasy,Drama,
interview-with-the-vampire,,Interview with the Vampire,Horror,Drama,Fantasy,,
the-puppet-masters,,The Puppet Masters,Horror,Thriller,Science Fiction,,
the-shawshank-redemption,,The Shawshank Redemption,Crime,Drama,,,
natural-born-killers,,Natural Born Killers,Drama,Thriller,Crime,,
in-the-mouth-of-madness,,In the Mouth of Madness,Mystery,Horror,,,
the-mask-1994,,The Mask,Fantasy,Romance,Crime,Comedy,
chungking-express,,Chungking Express,Comedy,Drama,Romance,,
true-lies,,True Lies,Thriller,Action,,,
speed,,Speed,Thriller,Action,,,
pulp-fiction,,Pulp Fiction,Comedy,Thriller,Crime,,
the-adventures-of-priscilla-queen-of-the-desert,,"The Adventures of Priscilla, Queen of the Desert",Drama,Comedy,,,
serial-mom,,Serial Mom,Crime,Comedy,,,
death-wish-v-the-face-of-death,,Death Wish V: The Face of Death,Action,Crime,Drama,,
mrs-doubtfire,,Mrs. Doubtfire,Family,Comedy,Drama,,
carlitos-way,,Carlito's Way,Thriller,Drama,Crime,,
the-remains-of-the-day,,The Remains of the Day,Romance,Drama,,,
the-nightmare-before-christmas,,The Nightmare Before Christmas,Family,Animation,Fantasy,,
true-romance,,True Romance,Romance,Crime,Action,,
the-age-of-innocence,,The Age of Innocence,Romance,Drama,,,
hocus-pocus,,Hocus Pocus,Comedy,Family,Fantasy,,
sleepless-in-seattle,,Sleepless in Seattle,Romance,Drama,Comedy,,
the-firm-1993,,The Firm,Drama,Mystery,Thriller,,
jurassic-park,,Jurassic Park,Science Fiction,Adventure,,,
dazed-and-confused,,Dazed and Confused,Comedy,Drama,,,
cliffhanger,,Cliffhanger,Thriller,Adventure,Action,,
the-piano,,The Piano,Romance,Drama,,,
naked,,Naked,Comedy,Drama,,,
hard-target,,Hard Target,Crime,Thriller,Action,,
falling-down,,Falling Down,Thriller,Drama,Crime,,
groundhog-day,,Groundhog Day,Comedy,Fantasy,Romance,,
leprechaun,,Leprechaun,Comedy,Horror,,,
scent-of-a-woman,,Scent of a Woman,Drama,,,,
the-muppet-christmas-carol,,The Muppet Christmas Carol,Drama,Family,Comedy,Music,Fantasy
a-few-good-men,,A Few Good Men,Drama,,,,
malcolm-x-1992,,Malcolm X,History,Drama,,,
home-alone-2-lost-in-new-york,,Home Alone 2: Lost in New York,Family,Comedy,Adventure,,
army-of-darkness,,Army of Darkness,Comedy,Fantasy,Horror,,
candyman,,Candyman,Thriller,Horror,Drama,,
death-becomes-her,,Death Becomes Her,Comedy,Fantasy,Horror,,
braindead-1992,,Braindead,Comedy,Horror,,,
alien-3,,Alien³,Horror,Action,Science Fiction,,
bad-lieutenant,,Bad Lieutenant,Drama,Crime,,,
strictly-ballroom,,Strictly Ballroom,Drama,Romance,Comedy,,
hard-boiled,,Hard Boiled,Action,Thriller,Crime,,
the-player,,The Player,Mystery,Drama,Thriller,Crime,Comedy
basic-instinct,,Basic Instinct,Thriller,Mystery,,,
reservoir-dogs,,Reservoir Dogs,Crime,Thriller,,,
naked-lunch,,Naked Lunch,Crime,Drama,,,
samurai-cop,,Samurai Cop,Action,Thriller,Crime,Comedy,
the-addams-family,,The Addams Family,Comedy,Fantasy,,,
cape-fear-1991,,Cape Fear,Drama,Thriller,Crime,,
point-break,,Point Break,Thriller,Action,Crime,,
terminator-2-judgment-day,,Terminator 2: Judgment Day,Thriller,Action,Science Fiction,,
thelma-louise,,Thelma & Louise,Drama,Adventure,Crime,Thriller,
boyz-n-the-hood,,Boyz n the Hood,Drama,Crime,,,
hearts-of-darkness-a-filmmakers-apocalypse,,Hearts of Darkness: A Filmmaker's Apocalypse,Documentary,,,,
my-own-private-idaho,,My Own Private Idaho,Drama,,,,
the-silence-of-the-lambs,,The Silence of the Lambs,Crime,Thriller,Horror,Drama,
kindergarten-cop,,Kindergarten Cop,Comedy,,,,
misery,,Misery,Drama,Horror,Thriller,,
predator-2,,Predator 2,Action,Science Fiction,Thriller,,
it-1990,,It,Mystery,Drama,Horror,,
home-alone,,Home Alone,Family,Comedy,,,
goodfellas,,GoodFellas,Crime,Drama,,,
days-of-thunder,,Days of Thunder,Drama,Adventure,Action,,
total-recall,,Total Recall,Action,Adventure,Science Fiction,,
king-of-new-york,,King of New York,Thriller,Crime,,,
wild-at-heart,,Wild at Heart,Crime,Thriller,Romance,,
central-park-1990,,Central Park,Documentary,,,,
tremors,,Tremors,Horror,Action,Science Fiction,Comedy,
elves,,Elves,Horror,,,,
the-cook-the-thief-his-wife-her-lover,,"The Cook, the Thief, His Wife & Her Lover",Crime,Drama,,,
uncle-buck,,Uncle Buck,Family,Drama,Comedy,,
kikis-delivery-service,,Kiki's Delivery Service,Fantasy,Animation,Family,,
friday-the-13th-part-viii-jason-takes-manhattan,,Friday the 13th Part VIII: Jason Takes Manhattan,Horror,Thriller,,,
when-harry-met-sally,,When Harry Met Sally...,Drama,Romance,Comedy,,
dead-poets-society,,Dead Poets Society,Drama,,,,
tetsuo-the-iron-man,,Tetsuo: The Iron Man,Science Fiction,Horror,,,
do-the-right-thing,,Do the Right Thing,Drama,,,,
society,,Society,Comedy,Horror,Mystery,,
pet-sematary,,Pet Sematary,Horror,,,,
heathers,,Heathers,Comedy,Crime,,,
sex-lies-and-videotape,,"sex, lies, and videotape",Drama,,,,
rain-man,,Rain Man,Drama,,,,
mississippi-burning,,Mississippi Burning,Crime,Thriller,Mystery,Drama,
the-naked-gun-from-the-files-of-police-squad,,The Naked Gun: From the Files of Police Squad!,Crime,Comedy,,,
scrooged,,Scrooged,Fantasy,Drama,Comedy,,
they-live,,They Live,Thriller,Action,Science Fiction,,
cinema-paradiso,,Cinema Paradiso,Drama,Romance,,,
the-lair-of-the-white-worm,,The Lair of the White Worm,Comedy,Horror,,,
hellbound-hellraiser-ii,,Hellbound: Hellraiser II,Horror,Thriller,,,
dead-ringers,,Dead Ringers,Thriller,Horror,,,
die-hard,,Die Hard,Thriller,Action,,,
akira,,Akira,Action,Animation,Science Fiction,,
the-last-temptation-of-christ,,The Last Temptation of Christ,Drama,,,,
killer-klowns-from-outer-space,,Killer Klowns from Outer Space,Science Fiction,Comedy,Horror,,
my-neighbor-totoro,,My Neighbor Totoro,Fantasy,Animation,Family,,
beetlejuice,,Beetlejuice,Fantasy,Comedy,,,
hairspray,,Hairspray,Romance,Music,Comedy,,
broadcast-news,,Broadcast News,Comedy,Romance,,,
bad-taste,,Bad Taste,Action,Comedy,Horror,Science Fiction,
moonstruck,,Moonstruck,Romance,Comedy,Drama,,
prince-of-darkness,,Prince of Darkness,Horror,,,,
the-princess-bride,,The Princess Bride,Adventure,Fantasy,Comedy,Family,Romance
hellraiser,,Hellraiser,Thriller,Horror,,,
the-lost-boys,,The Lost Boys,Thriller,Horror,Drama,Comedy,Romance
robocop,,RoboCop,Action,Thriller,Science Fiction,,
full-metal-jacket,,Full Metal Jacket,Drama,War,,,
death-wish-4-the-crackdown,,Death Wish 4: The Crackdown,Action,Crime,Drama,Thriller,
the-untouchables,,The Untouchables,History,Thriller,Crime,,
dirty-dancing,,Dirty Dancing,Music,Drama,Romance,,
withnail-i,,Withnail & I,Comedy,Drama,,,
evil-dead-ii,,Evil Dead II,Comedy,Fantasy,Horror,,
from-beyond,,From Beyond,Science Fiction,Horror,,,
the-color-of-money,,The Color of Money,Drama,,,,
blue-velvet,,Blue Velvet,Crime,Mystery,Thriller,,
the-fly-1986,,The Fly,Science Fiction,Horror,,,
shes-gotta-have-it,,She's Gotta Have It,Comedy,Romance,,,
stand-by-me,,Stand by Me,Drama,Crime,,,
aliens,,Aliens,Thriller,Science Fiction,Horror,Action,
top-gun,,Top Gun,Action,Romance,Drama,,
clue,,Clue,Crime,Comedy,Mystery,Thriller,
tampopo,,Tampopo,Comedy,,,,
to-live-and-die-in-la,,To Live and Die in L.A.,Action,Crime,Thriller,,
a-nightmare-on-elm-street-part-2-freddys-revenge,,A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,,,,
death-wish-3,,Death Wish 3,Drama,Thriller,Crime,Action,
re-animator,,Re-Animator,Comedy,Horror,Science Fiction,,
commando,,Commando,Adventure,Action,Thriller,,
after-hours,,After Hours,Thriller,Comedy,Drama,,
legend,,Legend,Adventure,Fantasy,,,
my-beautiful-laundrette,,My Beautiful Laundrette,Romance,Comedy,Drama,,
come-and-see,,Come and See,War,Drama,,,
day-of-the-dead,,Day of the Dead,Mystery,Drama,Horror,,
return-to-oz,,Return to Oz,Adventure,Fantasy,Family,,
ran,,Ran,Drama,History,Action,,
the-stuff,,The Stuff,Horror,Comedy,Science Fiction,,
silent-night-deadly-night,,"Silent Night, Deadly Night",Horror,Thriller,,,
a-nightmare-on-elm-street,,A Nightmare on Elm Street,Horror,,,,
the-terminator,,The Terminator,Action,Thriller,Science Fiction,,
body-double,,Body Double,Crime,Thriller,Mystery,,
threads,,Threads,Drama,War,Science Fiction,,
gremlins,,Gremlins,Fantasy,Comedy,Horror,,
ghostbusters,,Ghostbusters,Comedy,Fantasy,,,
paris-texas,,"Paris, Texas",Drama,,,,
stop-making-sense,,Stop Making Sense,Music,Documentary,,,
razorback,,Razorback,Thriller,Horror,,,
this-is-spinal-tap,,This Is Spinal Tap,Comedy,Music,,,
the-store,,The Store,Documentary,,,,
christine-1983,,Christine,Horror,,,,
scarface-1983,,Scarface,Drama,Action,Crime,,
the-dead-zone,,The Dead Zone,Science Fiction,Thriller,Horror,,
risky-business,,Risky Business,Drama,Comedy,Romance,,
return-of-the-jedi,,Return of the Jedi,Science Fiction,Adventure,Action,,
the-outsiders,,The Outsiders,Drama,Crime,,,
videodrome,,Videodrome,Mystery,Science Fiction,Horror,,
the-king-of-comedy,,The King of Comedy,Comedy,Drama,,,
first-blood,,First Blood,Adventure,War,Action,Thriller,
blade-runner,,Blade Runner,Thriller,Drama,Science Fiction,,
the-thing,,The Thing,Mystery,Science Fiction,Horror,,
et-the-extra-terrestrial,,E.T. the Extra-Terrestrial,Science Fiction,Family,Fantasy,Adventure,
poltergeist,,Poltergeist,Horror,,,,
death-wish-ii,,Death Wish II,Action,Drama,Thriller,Crime,
mad-max-2,,Mad Max 2,Adventure,Thriller,Action,Science Fiction,
the-evil-dead,,The Evil Dead,Horror,,,,
an-american-werewolf-in-london,,An American Werewolf in London,Horror,Comedy,,,
blow-out,,Blow Out,Thriller,Mystery,Crime,,
raiders-of-the-lost-ark,,Raiders of the Lost Ark,Adventure,Action,,,
possession,,Possession,Horror,,,,
friday-the-13th-part-2,,Friday the 13th Part 2,Thriller,Horror,,,
escape-from-new-york,,Escape from New York,Action,Science Fiction,Thriller,,
thief,,Thief,Thriller,Crime,Drama,,
the-howling,,The Howling,Horror,,,,
scanners,,Scanners,Horror,Science Fiction,,,
altered-states,,Altered States,Thriller,Horror,Science Fiction,,
raging-bull,,Raging Bull,History,Drama,,,
the-elephant-man,,The Elephant Man,History,Drama,,,
dressed-to-kill-1980,,Dressed to Kill,Horror,Mystery,Thriller,,
prom-night,,Prom Night,Thriller,Mystery,Horror,,
the-shining,,The Shining,Horror,Thriller,,,
the-empire-strikes-back,,The Empire Strikes Back,Science Fiction,Adventure,Action,,
friday-the-13th,,Friday the 13th,Horror,,,,
cruising,,Cruising,Thriller,Crime,Mystery,,
the-fog,,The Fog,Horror,,,,
all-that-jazz,,All That Jazz,Music,Drama,,,
kramer-vs-kramer,,Kramer vs. Kramer,Drama,,,,
the-brood,,The Brood,Science Fiction,Horror,,,
alien,,Alien,Horror,Science Fiction,,,
apocalypse-now,,Apocalypse Now,Drama,War,,,
hardcore,,Hardcore,Drama,Crime,Thriller,,
the-warriors,,The Warriors,Thriller,Action,,,
invasion-of-the-body-snatchers-1978,,Invasion of the Body Snatchers,Horror,Science Fiction,,,
the-deer-hunter,,The Deer Hunter,War,Drama,,,
halloween-1978,,Halloween,Thriller,Horror,,,
days-of-heaven,,Days of Heaven,Romance,Drama,,,
girlfriends-1978,,Girlfriends,Comedy,Drama,,,
piranha,,Piranha,Science Fiction,Horror,,,
jaws-2,,Jaws 2,Thriller,Horror,,,
grease,,Grease,Romance,Comedy,,,
the-shout,,The Shout,Mystery,Thriller,Horror,,
opening-night,,Opening Night,Drama,,,,
house,,House,Horror,Comedy,Fantasy,,
sorcerer,,Sorcerer,Drama,Thriller,Adventure,,
the-hills-have-eyes,,The Hills Have Eyes,Horror,,,,
the-duellists,,The Duellists,Drama,War,,,
star-wars,,Star Wars,Adventure,Science Fiction,Action,,
eraserhead,,Eraserhead,Science Fiction,Horror,,,
suspiria,,Suspiria,Horror,,,,
mikey-and-nicky,,Mikey and Nicky,Crime,Drama,,,
rocky,,Rocky,Drama,,,,
network,,Network,Drama,,,,
carrie-1976,,Carrie,Horror,Thriller,,,
harlan-county-usa,,Harlan County U.S.A.,Documentary,,,,
the-omen,,The Omen,Thriller,Horror,,,
all-the-presidents-men,,All the President's Men,Mystery,Thriller,Drama,,
taxi-driver,,Taxi Driver,Crime,Drama,,,
barry-lyndon,,Barry Lyndon,Drama,War,Romance,History,
salo-or-the-120-days-of-sodom,,"Salò, or the 120 Days of Sodom",Drama,Horror,,,
one-flew-over-the-cuckoos-nest,,One Flew Over the Cuckoo's Nest,Drama,,,,
dog-day-afternoon,,Dog Day Afternoon,Thriller,Crime,Drama,,
the-rocky-horror-picture-show,,The Rocky Horror Picture Show,Horror,Comedy,Science Fiction,,
picnic-at-hanging-rock,,Picnic at Hanging Rock,Mystery,Drama,,,
jaws,,Jaws,Adventure,Thriller,Horror,,
nashville,,Nashville,Music,Drama,Comedy,,
the-amusement-park,,The Amusement Park,Drama,Horror,Thriller,,
jeanne-dielman-23-quai-du-commerce-1080-bruxelles,,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Drama,,,,
shivers,,Shivers,Science Fiction,Horror,,,
monty-python-and-the-holy-grail,,Monty Python and the Holy Grail,Fantasy,Comedy,Adventure,,
the-godfather-part-ii,,The Godfather Part II,Drama,Crime,,,
a-woman-under-the-influence,,A Woman Under the Influence,Romance,Drama,,,
black-christmas,,Black Christmas,Horror,Mystery,Crime,,
italianamerican,,Italianamerican,Documentary,,,,
the-taking-of-pelham-one-two-three,,The Taking of Pelham One Two Three,Comedy,Thriller,Crime,,
death-wish,,Death Wish,Crime,Drama,Action,,
chinatown,,Chinatown,Thriller,Mystery,Crime,Drama,
the-parallax-view,,The Parallax View,Thriller,Crime,Drama,,
the-conversation,,The Conversation,Drama,Crime,Mystery,,
pendas-fen,,Penda's Fen,Fantasy,Drama,TV Movie,Horror,
zardoz,,Zardoz,Science Fiction,Fantasy,Action,Thriller,
the-exorcist,,The Exorcist,Horror,Drama,,,
the-wicker-man,,The Wicker Man,Horror,,,,
serpico,,Serpico,Drama,History,Crime,,
badlands,,Badlands,Crime,Romance,Drama,,
dont-look-now,,Don't Look Now,Drama,Thriller,Horror,,
mean-streets,,Mean Streets,Crime,Drama,,,
american-graffiti,,American Graffiti,Drama,Comedy,,,
paper-moon,,Paper Moon,Drama,Crime,Comedy,,
the-long-goodbye,,The Long Goodbye,Drama,Crime,Mystery,,
omer-the-tourist-in-star-trek,,Omer the Tourist in Star Trek,Comedy,Science Fiction,,,
deliverance,,Deliverance,Thriller,Adventure,Drama,,
pink-flamingos,,Pink Flamingos,Comedy,Crime,,,
the-godfather,,The Godfather,Crime,Drama,,,
cabaret,,Cabaret,Romance,Drama,Music,,
duel,,Duel,Thriller,Action,TV Movie,,
a-clockwork-orange,,A Clockwork Orange,Crime,Science Fiction,,,
the-french-connection,,The French Connection,Crime,Action,Thriller,,
the-last-picture-show,,The Last Picture Show,Drama,Romance,,,
the-devils,,The Devils,Drama,History,Horror,,
klute,,Klute,Thriller,Mystery,Crime,Drama,
wake-in-fright,,Wake in Fright,Thriller,Drama,,,
thx-1138,,THX 1138,Science Fiction,Drama,,,
get-carter,,Get Carter,Thriller,Crime,,,
deep-end,,Deep End,Drama,Comedy,,,
hi-mom,,"Hi, Mom!",Crime,Comedy,,,
they-shoot-horses-dont-they,,"They Shoot Horses, Don't They?",Drama,,,,
kes,,Kes,Drama,,,,
women-in-love,,Women in Love,Romance,Drama,,,
midnight-cowboy,,Midnight Cowboy,Drama,,,,
the-swimming-pool,,The Swimming Pool,Drama,Thriller,,,
chitty-chitty-bang-bang,,Chitty Chitty Bang Bang,Comedy,Family,Adventure,Fantasy,
targets,,Targets,Thriller,Crime,,,
rosemarys-baby,,Rosemary's Baby,Horror,Thriller,Drama,,
boom-1968,,Boom!,Horror,Thriller,Drama,,
2001-a-space-odyssey,,2001: A Space Odyssey,Science Fiction,Adventure,Mystery,,
the-graduate,,The Graduate,Drama,Comedy,Romance,,
point-blank,,Point Blank,Crime,Drama,Thriller,,
bonnie-and-clyde,,Bonnie and Clyde,Crime,Drama,,,
blow-up,,Blow-Up,Mystery,Drama,Thriller,,
persona,,Persona,Drama,,,,
the-umbrellas-of-cherbourg,,The Umbrellas of Cherbourg,Romance,Drama,,,
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,War,,,
the-birds,,The Birds,Horror,Thriller,,,
cleo-from-5-to-7,,Cléo from 5 to 7,Drama,,,,
the-florida-project,,The Florida Project,Drama,,,,
a-quiet-place-part-ii,,A Quiet Place Part II,Science Fiction,Horror,Thriller,,
sound-of-metal,,Sound of Metal,Drama,Music,,,
blue-valentine,,Blue Valentine,Drama,Romance,,,
napoleon-dynamite,,Napoleon Dynamite,Comedy,,,,
pixel,,Pixel,,,,,
stranger-things-5-the-finale,,Stranger Things 5: The Finale,Action,Fantasy,Mystery,,
black-phone-2,,Black Phone 2,Horror,Thriller,,,
a-big-bold-beautiful-journey,,A Big Bold Beautiful Journey,Fantasy,Drama,Romance,,
caught-stealing,,Caught Stealing,Thriller,Crime,Comedy,,
the-fantastic-4-first-steps,,The Fantastic 4: First Steps,Action,Science Fiction,Adventure,,
superman-2025,,Superman,Science Fiction,Adventure,Action,,
f1,,F1,Drama,Action,,,
ballerina-2025,,Ballerina,Action,Crime,Thriller,,
karate-kid-legends,,Karate Kid: Legends,Action,Adventure,Drama,,
thunderbolts,,Thunderbolts*,Science Fiction,Adventure,Action,,
death-of-a-unicorn,,Death of a Unicorn,Comedy,Horror,Fantasy,,
last-breath-2025,,Last Breath,Thriller,Drama,,,
oh-hi,,"Oh, Hi!",Comedy,Romance,Thriller,,
together-2025,,Together,Horror,Romance,,,
dont-move-2024,,Don't Move,Horror,Thriller,,,
gladiator-ii,,Gladiator II,Drama,Action,Adventure,,
heretic-2024,,Heretic,Thriller,Horror,,,
friendship-2024,,Friendship,Comedy,,,,
speak-no-evil-2024,,Speak No Evil,Thriller,Horror,,,
wolfs,,Wolfs,Comedy,Crime,,,
beetlejuice-beetlejuice,,Beetlejuice Beetlejuice,Comedy,Fantasy,,,
incoming-2024,,Incoming,Comedy,,,,
blink-twice,,Blink Twice,Mystery,Horror,Thriller,,
a-family-affair-2024-1,,A Family Affair,Romance,Comedy,,,
the-fall-guy-2024,,The Fall Guy,Action,Romance,Comedy,,
road-house-2024,,Road House,Thriller,Drama,Action,,
cuckoo-2024,,Cuckoo,Horror,Mystery,Thriller,,
my-old-ass,,My Old Ass,Comedy,Drama,,,
anyone-but-you,,Anyone But You,Romance,Comedy,,,
leave-the-world-behind-2023,,Leave the World Behind,Drama,Mystery,Thriller,,
totally-killer,,Totally Killer,Comedy,Science Fiction,Horror,,
the-creator-2023,,The Creator,Action,Science Fiction,Adventure,,
society-of-the-snow,,Society of the Snow,History,Drama,,,
reptile-2023,,Reptile,Drama,Mystery,Thriller,Crime,
the-nun-ii,,The Nun II,Horror,,,,
you-are-so-not-invited-to-my-bat-mitzvah,,You Are So Not Invited to My Bat Mitzvah,Comedy,Drama,,,
river-wild,,River Wild,Thriller,Adventure,Mystery,,
bird-box-barcelona,,Bird Box Barcelona,Thriller,Horror,Science Fiction,,
no-hard-feelings-2023,,No Hard Feelings,Comedy,Romance,,,
extraction-2,,Extraction 2,Thriller,Action,Crime,,
guy-ritchies-the-covenant,,Guy Ritchie's The Covenant,Thriller,War,Action,,
shortcomings,,Shortcomings,Comedy,Drama,Romance,,
missing-2023,,Missing,Thriller,Mystery,Drama,,
the-pale-blue-eye,,The Pale Blue Eye,Mystery,Thriller,Horror,Crime,
babylon-2022,,Babylon,Comedy,Drama,,,
significant-other,,Significant Other,Mystery,Science Fiction,Thriller,Horror,
raymond-ray,,Raymond & Ray,Comedy,Drama,,,
loving-adults,,Loving Adults,Thriller,,,,
purple-hearts-2022,,Purple Hearts,Drama,Romance,,,
thirteen-lives,,Thirteen Lives,History,Drama,Thriller,,
the-northman,,The Northman,Adventure,Action,Fantasy,,
the-batman,,The Batman,Crime,Mystery,Thriller,,
when-you-finish-saving-the-world,,When You Finish Saving the World,Drama,Comedy,,,
intrusion-2021,,Intrusion,Drama,Thriller,Mystery,,
prey-2021,,Prey,Thriller,,,,
the-voyeurs-2021,,The Voyeurs,Thriller,,,,
the-trip-2021,,The Trip,Horror,Comedy,,,
blood-red-sky,,Blood Red Sky,Action,Thriller,Horror,,
cherry-2021,,Cherry,Crime,Drama,,,
coming-home-in-the-dark,,Coming Home in the Dark,Horror,Thriller,Crime,,
the-call-2020-3,,The Call,Thriller,Mystery,Science Fiction,,
love-and-monsters,,Love and Monsters,Comedy,Science Fiction,Adventure,Fantasy,
another-round,,Another Round,Drama,Comedy,,,
chemical-hearts,,Chemical Hearts,Drama,Romance,,,
the-rental,,The Rental,Thriller,Horror,,,
extraction-2020,,Extraction,Thriller,Action,,,
love-wedding-repeat,,Love Wedding Repeat,Romance,Comedy,,,
escape-from-pretoria,,Escape from Pretoria,History,Thriller,Drama,,
the-nest-2020,,The Nest,Drama,,,,
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Action,Crime,,,
fractured-2019,,Fractured,Drama,Thriller,,,
in-the-tall-grass-2019,,In the Tall Grass,Horror,,,,
joker-2019,,Joker,Drama,Thriller,Crime,,
a-rainy-day-in-new-york,,A Rainy Day in New York,Comedy,Romance,,,
weathering-with-you,,Weathering with You,Fantasy,Animation,Romance,Drama,
toy-story-4,,Toy Story 4,Adventure,Animation,Comedy,Family,
brightburn,,Brightburn,Science Fiction,Horror,,,
aladdin-2019,,Aladdin,Fantasy,Romance,Family,Adventure,
plus-one-2019,,Plus One,Romance,Comedy,,,
dreamland-2019,,Dreamland,Thriller,Drama,,,
good-boys-2019,,Good Boys,Comedy,,,,
bumblebee,,Bumblebee,Adventure,Action,Science Fiction,,
fantastic-beasts-the-crimes-of-grindelwald,,Fantastic Beasts: The Crimes of Grindelwald,Fantasy,Adventure,,,
the-clovehitch-killer,,The Clovehitch Killer,Crime,Mystery,Drama,,
hotel-mumbai,,Hotel Mumbai,Thriller,History,Action,Drama,
the-nun-2018,,The Nun,Horror,,,,
bodyguard-1,,Bodyguard,Mystery,Crime,Drama,,
blockheads-set-my-friends-on-fire,,BlockheaDs Set My Friends On Fire,Comedy,Documentary,,,
14-cameras,,14 Cameras,Horror,Thriller,,,
how-it-ends,,How It Ends,Adventure,Science Fiction,Thriller,Action,Mystery
burning-2018,,Burning,Thriller,Mystery,Drama,,
sheherazade-2018,,Shéhérazade,Romance,Thriller,Drama,,
evil-genius,,Evil Genius,Documentary,Crime,Mystery,,
arctic-2018,,Arctic,Adventure,Drama,,,
milf-2018,,MILF,Comedy,Romance,,,
the-week-of,,The Week Of,Comedy,,,,
upgrade,,Upgrade,Thriller,Science Fiction,Action,,
beast-of-burden,,Beast of Burden,Crime,Thriller,Drama,Action,
jumanji-welcome-to-the-jungle,,Jumanji: Welcome to the Jungle,Action,Comedy,Fantasy,Adventure,
forgotten-2017,,Forgotten,Thriller,Crime,Mystery,,
creep-2,,Creep 2,Thriller,Horror,,,
the-mountain-between-us,,The Mountain Between Us,Drama,Adventure,Romance,,
the-upside,,The Upside,Drama,Comedy,,,
the-ritual-2017,,The Ritual,Horror,Mystery,,,
papillon-2017,,Papillon,Adventure,Crime,Drama,,
memoir-of-a-murderer,,Memoir of a Murderer,Thriller,Mystery,Crime,,
what-happened-to-monday,,What Happened to Monday,Science Fiction,Thriller,Action,Mystery,
the-layover,,The Layover,Comedy,Romance,,,
a-taxi-driver,,A Taxi Driver,Drama,History,Action,,
the-only-living-boy-in-new-york,,The Only Living Boy in New York,Drama,,,,
american-assassin,,American Assassin,Thriller,Action,Adventure,,
jungle-2017,,Jungle,Drama,Adventure,Thriller,,
wonder-woman-2017,,Wonder Woman,Action,Fantasy,Adventure,,
hot-summer-nights,,Hot Summer Nights,Drama,Crime,,,
wind-river-2017,,Wind River,Drama,Mystery,Thriller,Crime,
thoroughbreds-2017,,Thoroughbreds,Thriller,Drama,,,
berlin-syndrome,,Berlin Syndrome,Mystery,Horror,Thriller,Drama,
allied,,Allied,Thriller,Drama,Romance,Action,War
doctor-strange-2016,,Doctor Strange,Fantasy,Action,Adventure,,
the-girl-on-the-train-2016,,The Girl on the Train,Thriller,Mystery,Crime,,
the-edge-of-seventeen,,The Edge of Seventeen,Drama,Comedy,,,
the-autopsy-of-jane-doe,,The Autopsy of Jane Doe,Horror,Mystery,,,
hacksaw-ridge,,Hacksaw Ridge,War,Drama,History,,
wakefield,,Wakefield,Drama,,,,
imperium,,Imperium,Drama,Crime,,,
war-dogs-2016,,War Dogs,Drama,Comedy,Crime,,
your-name,,Your Name.,Romance,Animation,Drama,,
mike-and-dave-need-wedding-dates,,Mike and Dave Need Wedding Dates,Comedy,,,,
lights-out-2016,,Lights Out,Horror,,,,
finding-dory,,Finding Dory,Adventure,Animation,Family,,
me-before-you,,Me Before You,Drama,Romance,,,
train-to-busan,,Train to Busan,Thriller,Horror,Adventure,Action,
the-wailing,,The Wailing,Horror,Mystery,,,
dont-breathe-2016,,Don't Breathe,Thriller,Crime,Horror,,
hush-2016,,Hush,Horror,Thriller,,,
under-the-shadow,,Under the Shadow,Horror,Drama,War,,
concussion-2015,,Concussion,Drama,,,,
spectre-2015,,Spectre,Action,Thriller,Adventure,,
burnt,,Burnt,Drama,,,,
the-intern-2015,,The Intern,Comedy,,,,
legend-2015,,Legend,Crime,Thriller,,,
we-are-your-friends,,We Are Your Friends,Comedy,Romance,Drama,Music,
sinister-2,,Sinister 2,Horror,,,,
the-gift-2015-1,,The Gift,Mystery,Drama,Thriller,,
13-cameras,,13 Cameras,Crime,Horror,Thriller,,
self-less,,Self/less,Science Fiction,Thriller,Action,,
southpaw-2015,,Southpaw,Drama,Action,,,
jurassic-world,,Jurassic World,Adventure,Thriller,Science Fiction,,
insidious-chapter-3,,Insidious: Chapter 3,Horror,Thriller,,,
the-age-of-adaline,,The Age of Adaline,Drama,Fantasy,Romance,,
furious-7,,Furious 7,Thriller,Crime,Action,,
the-invitation-2015,,The Invitation,Horror,Thriller,,,
focus-2015,,Focus,Crime,Comedy,Romance,,
project-almanac,,Project Almanac,Science Fiction,Thriller,,,
the-stanford-prison-experiment,,The Stanford Prison Experiment,History,Drama,Thriller,,
